serial_no,floor_level,zone_id,Date,Month,ta,lux,spl
412451D2,30,31,2019/10/3,10,22.98,816,47
412451D2,30,31,2019/10/3,10,23.02,823,45
412451D2,30,31,2019/10/3,10,23.1,829,46
412451D2,30,31,2019/10/3,10,23.16,829,51
412451D2,30,31,2019/10/3,10,23.21,856,51
412451D2,30,31,2019/10/3,10,23.25,737,46
412451D2,30,31,2019/10/3,10,23.3,685,46
412451D2,30,31,2019/10/3,10,23.3,698,45
412451D2,30,31,2019/10/3,10,23.31,698,44
412451D2,30,31,2019/10/3,10,23.33,704,44
412451D2,30,31,2019/10/3,10,23.34,717,44
412451D2,30,31,2019/10/3,10,23.35,711,45
412451D2,30,31,2019/10/3,10,23.41,698,46
412451D2,30,31,2019/10/3,10,23.45,704,47
412451D2,30,31,2019/10/3,10,23.48,691,46
412451D2,30,31,2019/10/3,10,23.49,671,44
412451D2,30,31,2019/10/3,10,23.53,632,45
412451D2,30,31,2019/10/3,10,23.52,573,44
412451D2,30,31,2019/10/3,10,23.52,480,46
412451D2,30,31,2019/10/3,10,23.55,421,45
412451D2,30,31,2019/10/3,10,23.56,395,43
412451D2,30,31,2019/10/3,10,23.54,441,44
412451D2,30,31,2019/10/3,10,23.54,546,43
412451D2,30,31,2019/10/3,10,23.52,533,44
412451D2,30,31,2019/10/3,10,23.49,513,44
412451D2,30,31,2019/10/3,10,23.44,507,44
412451D2,30,31,2019/10/3,10,23.41,487,44
412451D2,30,31,2019/10/3,10,23.36,520,43
412451D2,30,31,2019/10/3,10,23.28,507,43
412451D2,30,31,2019/10/3,10,23.23,454,43
412451D2,30,31,2019/10/3,10,23.17,434,43
412451D2,30,31,2019/10/3,10,23.16,415,42
412451D2,30,31,2019/10/3,10,23.11,401,43
412451D2,30,31,2019/10/3,10,23.06,388,43
412451D2,30,31,2019/10/3,10,22.99,368,43
412451D2,30,31,2019/10/3,10,22.95,368,42
412451D2,30,31,2019/10/3,10,22.87,355,42
412451D2,30,31,2019/10/3,10,22.79,349,42
412451D2,30,31,2019/10/3,10,22.72,349,42
412451D2,30,31,2019/10/3,10,22.64,342,43
412451D2,30,31,2019/10/3,10,22.56,342,43
412451D2,30,31,2019/10/3,10,22.49,342,43
412451D2,30,31,2019/10/3,10,22.42,342,43
412451D2,30,31,2019/10/3,10,22.33,342,43
412451D2,30,31,2019/10/3,10,22.29,342,43
412451D2,30,31,2019/10/3,10,22.29,342,43
412451D2,30,31,2019/10/3,10,22.31,342,42
412451D2,30,31,2019/10/3,10,22.36,342,42
412451D2,30,31,2019/10/3,10,22.45,342,42
412451D2,30,31,2019/10/3,10,22.54,342,45
412451D2,30,31,2019/10/3,10,22.69,342,46
412451D2,30,31,2019/10/3,10,22.95,342,44
412451D2,30,31,2019/10/3,10,23.15,342,43
412451D2,30,31,2019/10/3,10,23.32,342,42
412451D2,30,31,2019/10/3,10,23.47,342,42
412451D2,30,31,2019/10/3,10,23.6,342,42
412451D2,30,31,2019/10/3,10,23.71,342,42
412451D2,30,31,2019/10/3,10,23.79,342,42
412451D2,30,31,2019/10/3,10,23.89,342,42
412451D2,30,31,2019/10/3,10,23.94,197,42
412451D2,30,31,2019/10/3,10,23.97,0,42
412451D2,30,31,2019/10/3,10,24.02,0,42
412451D2,30,31,2019/10/3,10,24.04,0,42
412451D2,30,31,2019/10/3,10,24.08,309,42
412451D2,30,31,2019/10/3,10,24.11,342,42
412451D2,30,31,2019/10/3,10,24.13,342,42
412451D2,30,31,2019/10/3,10,24.17,342,42
412451D2,30,31,2019/10/3,10,24.19,342,42
412451D2,30,31,2019/10/3,10,24.23,342,42
412451D2,30,31,2019/10/3,10,24.24,342,42
412451D2,30,31,2019/10/3,10,24.26,59,42
412451D2,30,31,2019/10/3,10,24.26,0,42
412451D2,30,31,2019/10/3,10,24.26,0,42
412451D2,30,31,2019/10/3,10,24.26,0,42
412451D2,30,31,2019/10/3,10,24.26,0,42
412451D2,30,31,2019/10/3,10,24.25,0,42
412451D2,30,31,2019/10/3,10,24.25,0,42
412451D2,30,31,2019/10/3,10,24.24,0,42
412451D2,30,31,2019/10/3,10,24.26,0,42
412451D2,30,31,2019/10/3,10,24.24,0,42
412451D2,30,31,2019/10/3,10,24.23,0,42
412451D2,30,31,2019/10/3,10,24.23,0,43
412451D2,30,31,2019/10/3,10,24.23,336,45
412451D2,30,31,2019/10/3,10,24.24,336,45
412451D2,30,31,2019/10/3,10,24.28,342,47
412451D2,30,31,2019/10/3,10,24.32,342,55
412451D2,30,31,2019/10/3,10,24.35,342,57
412451D2,30,31,2019/10/3,10,24.37,342,49
412451D2,30,31,2019/10/3,10,24.39,342,42
412451D2,30,31,2019/10/3,10,24.39,342,42
412451D2,30,31,2019/10/3,10,24.41,342,42
412451D2,30,31,2019/10/3,10,24.43,342,42
412451D2,30,31,2019/10/3,10,24.43,85,43
412451D2,30,31,2019/10/3,10,24.43,0,42
412451D2,30,31,2019/10/3,10,24.43,0,42
412451D2,30,31,2019/10/3,10,24.41,0,42
412451D2,30,31,2019/10/3,10,24.42,0,42
412451D2,30,31,2019/10/3,10,24.4,0,42
412451D2,30,31,2019/10/3,10,24.4,0,42
412451D2,30,31,2019/10/3,10,24.39,0,42
412451D2,30,31,2019/10/3,10,24.38,0,42
412451D2,30,31,2019/10/3,10,24.39,0,42
412451D2,30,31,2019/10/3,10,24.38,0,42
412451D2,30,31,2019/10/3,10,24.39,0,42
412451D2,30,31,2019/10/3,10,24.39,0,42
412451D2,30,31,2019/10/3,10,24.38,0,42
412451D2,30,31,2019/10/3,10,24.37,0,42
412451D2,30,31,2019/10/3,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.37,0,42
412451D2,30,31,2019/10/4,10,24.37,0,42
412451D2,30,31,2019/10/4,10,24.37,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.36,0,42
412451D2,30,31,2019/10/4,10,24.35,0,42
412451D2,30,31,2019/10/4,10,24.34,0,42
412451D2,30,31,2019/10/4,10,24.33,0,42
412451D2,30,31,2019/10/4,10,24.33,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.33,0,42
412451D2,30,31,2019/10/4,10,24.33,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.31,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.3,0,42
412451D2,30,31,2019/10/4,10,24.3,0,42
412451D2,30,31,2019/10/4,10,24.29,0,42
412451D2,30,31,2019/10/4,10,24.3,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.29,0,42
412451D2,30,31,2019/10/4,10,24.29,0,42
412451D2,30,31,2019/10/4,10,24.27,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.29,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.28,0,42
412451D2,30,31,2019/10/4,10,24.26,0,42
412451D2,30,31,2019/10/4,10,24.26,0,42
412451D2,30,31,2019/10/4,10,24.26,0,42
412451D2,30,31,2019/10/4,10,24.25,0,42
412451D2,30,31,2019/10/4,10,24.25,0,42
412451D2,30,31,2019/10/4,10,24.24,0,42
412451D2,30,31,2019/10/4,10,24.24,0,42
412451D2,30,31,2019/10/4,10,24.23,0,42
412451D2,30,31,2019/10/4,10,24.23,0,42
412451D2,30,31,2019/10/4,10,24.24,0,42
412451D2,30,31,2019/10/4,10,24.23,0,42
412451D2,30,31,2019/10/4,10,24.22,0,42
412451D2,30,31,2019/10/4,10,24.22,0,42
412451D2,30,31,2019/10/4,10,24.21,26,42
412451D2,30,31,2019/10/4,10,24.21,336,43
412451D2,30,31,2019/10/4,10,24.24,336,43
412451D2,30,31,2019/10/4,10,24.25,336,42
412451D2,30,31,2019/10/4,10,24.26,336,42
412451D2,30,31,2019/10/4,10,24.27,336,42
412451D2,30,31,2019/10/4,10,24.28,336,42
412451D2,30,31,2019/10/4,10,24.3,270,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.31,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,0,42
412451D2,30,31,2019/10/4,10,24.32,13,42
412451D2,30,31,2019/10/4,10,24.31,59,42
412451D2,30,31,2019/10/4,10,24.31,92,42
412451D2,30,31,2019/10/4,10,24.3,85,42
412451D2,30,31,2019/10/4,10,24.31,92,42
412451D2,30,31,2019/10/4,10,24.31,99,42
412451D2,30,31,2019/10/4,10,24.3,145,42
412451D2,30,31,2019/10/4,10,24.3,85,42
412451D2,30,31,2019/10/4,10,24.29,118,42
412451D2,30,31,2019/10/4,10,24.29,296,42
412451D2,30,31,2019/10/4,10,24.31,638,42
412451D2,30,31,2019/10/4,10,24.25,678,42
412451D2,30,31,2019/10/4,10,24.16,750,43
412451D2,30,31,2019/10/4,10,24.1,803,42
412451D2,30,31,2019/10/4,10,23.99,750,42
412451D2,30,31,2019/10/4,10,23.91,790,42
412451D2,30,31,2019/10/4,10,23.86,889,43
412451D2,30,31,2019/10/4,10,23.77,895,43
412451D2,30,31,2019/10/4,10,23.7,810,43
412451D2,30,31,2019/10/4,10,23.61,810,43
412451D2,30,31,2019/10/4,10,23.56,823,43
412451D2,30,31,2019/10/4,10,23.53,849,43
412451D2,30,31,2019/10/4,10,23.51,823,43
412451D2,30,31,2019/10/4,10,23.52,823,43
412451D2,30,31,2019/10/4,10,23.54,829,43
412451D2,30,31,2019/10/4,10,23.55,843,43
412451D2,30,31,2019/10/4,10,23.54,849,44
412451D2,30,31,2019/10/4,10,23.57,856,44
412451D2,30,31,2019/10/4,10,23.61,862,43
412451D2,30,31,2019/10/4,10,23.66,882,43
412451D2,30,31,2019/10/4,10,23.73,895,44
412451D2,30,31,2019/10/4,10,23.79,915,48
412451D2,30,31,2019/10/4,10,23.86,935,50
412451D2,30,31,2019/10/4,10,23.92,948,47
412451D2,30,31,2019/10/4,10,24,968,45
412451D2,30,31,2019/10/4,10,24.09,994,45
412451D2,30,31,2019/10/4,10,24.16,1007,46
412451D2,30,31,2019/10/4,10,24.27,1027,49
412451D2,30,31,2019/10/4,10,24.38,1040,49
412451D2,30,31,2019/10/4,10,24.47,1060,46
412451D2,30,31,2019/10/4,10,24.58,1073,45
412451D2,30,31,2019/10/4,10,24.67,1093,44
412451D2,30,31,2019/10/4,10,24.77,1099,44
412451D2,30,31,2019/10/4,10,24.85,1106,46
412451D2,30,31,2019/10/4,10,24.95,1106,46
412451D2,30,31,2019/10/4,10,25.04,1099,45
412451D2,30,31,2019/10/4,10,25.13,1093,47
412451D2,30,31,2019/10/4,10,25.21,1093,47
412451D2,30,31,2019/10/4,10,25.3,1086,44
412451D2,30,31,2019/10/4,10,25.37,1080,45
412451D2,30,31,2019/10/4,10,25.45,1066,44
412451D2,30,31,2019/10/4,10,25.53,1034,46
412451D2,30,31,2019/10/4,10,25.58,1014,47
412451D2,30,31,2019/10/4,10,25.64,994,47
412451D2,30,31,2019/10/4,10,25.63,974,46
412451D2,30,31,2019/10/4,10,25.55,968,47
412451D2,30,31,2019/10/4,10,25.41,948,49
412451D2,30,31,2019/10/4,10,25.31,955,49
412451D2,30,31,2019/10/4,10,25.14,908,46
412451D2,30,31,2019/10/4,10,24.93,908,46
412451D2,30,31,2019/10/4,10,24.74,902,46
412451D2,30,31,2019/10/4,10,24.58,882,47
412451D2,30,31,2019/10/4,10,24.37,875,46
412451D2,30,31,2019/10/4,10,24.16,856,45
412451D2,30,31,2019/10/4,10,23.93,843,46
412451D2,30,31,2019/10/4,10,23.75,836,46
412451D2,30,31,2019/10/4,10,23.59,816,44
412451D2,30,31,2019/10/4,10,23.45,803,44
412451D2,30,31,2019/10/4,10,23.38,796,44
412451D2,30,31,2019/10/4,10,23.29,744,44
412451D2,30,31,2019/10/4,10,23.26,566,45
412451D2,30,31,2019/10/4,10,23.16,559,45
412451D2,30,31,2019/10/4,10,23.07,553,46
412451D2,30,31,2019/10/4,10,23.02,553,46
412451D2,30,31,2019/10/4,10,22.94,553,43
412451D2,30,31,2019/10/4,10,22.87,546,44
412451D2,30,31,2019/10/4,10,22.8,546,45
412451D2,30,31,2019/10/4,10,22.73,553,46
412451D2,30,31,2019/10/4,10,22.73,553,44
412451D2,30,31,2019/10/4,10,22.69,559,44
412451D2,30,31,2019/10/4,10,22.63,566,44
412451D2,30,31,2019/10/4,10,22.62,566,43
412451D2,30,31,2019/10/4,10,22.61,573,43
412451D2,30,31,2019/10/4,10,22.63,586,44
412451D2,30,31,2019/10/4,10,22.65,592,44
412451D2,30,31,2019/10/4,10,22.65,599,43
412451D2,30,31,2019/10/4,10,22.66,612,43
412451D2,30,31,2019/10/4,10,22.67,625,43
412451D2,30,31,2019/10/4,10,22.68,638,44
412451D2,30,31,2019/10/4,10,22.7,645,45
412451D2,30,31,2019/10/4,10,22.7,658,45
412451D2,30,31,2019/10/4,10,22.7,665,45
412451D2,30,31,2019/10/4,10,22.73,678,45
412451D2,30,31,2019/10/4,10,22.75,698,45
412451D2,30,31,2019/10/4,10,22.78,717,45
412451D2,30,31,2019/10/4,10,22.75,652,44
412451D2,30,31,2019/10/4,10,22.74,606,45
412451D2,30,31,2019/10/4,10,22.72,652,46
412451D2,30,31,2019/10/4,10,22.69,612,45
412451D2,30,31,2019/10/4,10,22.69,691,44
412451D2,30,31,2019/10/4,10,22.71,744,43
412451D2,30,31,2019/10/4,10,22.72,750,44
412451D2,30,31,2019/10/4,10,22.7,757,46
412451D2,30,31,2019/10/4,10,22.72,810,46
412451D2,30,31,2019/10/4,10,22.72,796,44
412451D2,30,31,2019/10/4,10,22.74,783,44
412451D2,30,31,2019/10/4,10,22.72,704,44
412451D2,30,31,2019/10/4,10,22.73,645,44
412451D2,30,31,2019/10/4,10,22.79,606,44
412451D2,30,31,2019/10/4,10,22.85,507,45
412451D2,30,31,2019/10/4,10,22.91,520,44
412451D2,30,31,2019/10/4,10,22.93,665,44
412451D2,30,31,2019/10/4,10,22.92,507,44
412451D2,30,31,2019/10/4,10,22.97,566,44
412451D2,30,31,2019/10/4,10,22.95,448,45
412451D2,30,31,2019/10/4,10,22.92,467,45
412451D2,30,31,2019/10/4,10,22.9,415,45
412451D2,30,31,2019/10/4,10,22.88,494,45
412451D2,30,31,2019/10/4,10,22.85,540,44
412451D2,30,31,2019/10/4,10,22.83,448,44
412451D2,30,31,2019/10/4,10,22.84,428,45
412451D2,30,31,2019/10/4,10,22.81,487,44
412451D2,30,31,2019/10/4,10,22.78,441,45
412451D2,30,31,2019/10/4,10,22.79,434,46
412451D2,30,31,2019/10/4,10,22.74,428,48
412451D2,30,31,2019/10/4,10,22.72,401,50
412451D2,30,31,2019/10/4,10,22.71,428,51
412451D2,30,31,2019/10/4,10,22.69,408,51
412451D2,30,31,2019/10/4,10,22.64,382,50
412451D2,30,31,2019/10/4,10,22.63,428,50
412451D2,30,31,2019/10/4,10,22.58,494,54
412451D2,30,31,2019/10/4,10,22.55,467,57
412451D2,30,31,2019/10/4,10,22.48,434,55
412451D2,30,31,2019/10/4,10,22.45,388,55
412451D2,30,31,2019/10/4,10,22.41,408,55
412451D2,30,31,2019/10/4,10,22.37,388,59
412451D2,30,31,2019/10/4,10,22.33,401,59
412451D2,30,31,2019/10/4,10,22.34,395,57
412451D2,30,31,2019/10/4,10,22.33,375,58
412451D2,30,31,2019/10/4,10,22.31,368,54
412451D2,30,31,2019/10/4,10,22.28,355,49
412451D2,30,31,2019/10/4,10,22.25,349,51
412451D2,30,31,2019/10/4,10,22.29,349,50
412451D2,30,31,2019/10/4,10,22.3,349,52
412451D2,30,31,2019/10/4,10,22.35,342,55
412451D2,30,31,2019/10/4,10,22.45,342,54
412451D2,30,31,2019/10/4,10,22.47,342,52
412451D2,30,31,2019/10/4,10,22.51,342,55
412451D2,30,31,2019/10/4,10,22.54,342,55
412451D2,30,31,2019/10/4,10,22.56,342,52
412451D2,30,31,2019/10/4,10,22.57,342,50
412451D2,30,31,2019/10/4,10,22.58,342,51
412451D2,30,31,2019/10/4,10,22.59,342,49
412451D2,30,31,2019/10/4,10,22.58,342,46
412451D2,30,31,2019/10/4,10,22.55,342,47
412451D2,30,31,2019/10/4,10,22.53,342,48
412451D2,30,31,2019/10/4,10,22.54,342,49
412451D2,30,31,2019/10/4,10,22.53,342,47
412451D2,30,31,2019/10/4,10,22.6,342,49
412451D2,30,31,2019/10/4,10,22.76,342,50
412451D2,30,31,2019/10/4,10,22.92,342,47
412451D2,30,31,2019/10/4,10,23.07,342,44
412451D2,30,31,2019/10/4,10,23.19,342,43
412451D2,30,31,2019/10/4,10,23.28,342,43
412451D2,30,31,2019/10/4,10,23.35,336,43
412451D2,30,31,2019/10/4,10,23.4,336,42
412451D2,30,31,2019/10/4,10,23.46,336,42
412451D2,30,31,2019/10/4,10,23.49,336,43
412451D2,30,31,2019/10/4,10,23.53,336,43
412451D2,30,31,2019/10/4,10,23.58,336,43
412451D2,30,31,2019/10/4,10,23.6,336,42
412451D2,30,31,2019/10/4,10,23.63,336,43
412451D2,30,31,2019/10/4,10,23.65,336,42
412451D2,30,31,2019/10/4,10,23.67,329,42
412451D2,30,31,2019/10/4,10,23.72,329,42
412451D2,30,31,2019/10/4,10,23.75,336,42
412451D2,30,31,2019/10/4,10,23.77,329,42
412451D2,30,31,2019/10/4,10,23.8,329,42
412451D2,30,31,2019/10/4,10,23.82,210,42
412451D2,30,31,2019/10/4,10,23.83,0,43
412451D2,30,31,2019/10/4,10,23.82,0,43
412451D2,30,31,2019/10/4,10,23.83,0,43
412451D2,30,31,2019/10/4,10,23.98,283,42
412451D2,30,31,2019/10/4,10,23.86,342,42
412451D2,30,31,2019/10/4,10,23.86,342,42
412451D2,30,31,2019/10/4,10,23.86,342,43
412451D2,30,31,2019/10/4,10,23.87,342,44
412451D2,30,31,2019/10/4,10,23.88,342,43
412451D2,30,31,2019/10/4,10,23.9,336,42
412451D2,30,31,2019/10/4,10,23.92,336,42
412451D2,30,31,2019/10/4,10,23.93,336,42
412451D2,30,31,2019/10/4,10,23.95,336,42
412451D2,30,31,2019/10/4,10,23.95,336,42
412451D2,30,31,2019/10/4,10,23.95,336,42
412451D2,30,31,2019/10/4,10,23.96,336,42
412451D2,30,31,2019/10/4,10,23.97,0,42
412451D2,30,31,2019/10/4,10,23.97,0,42
412451D2,30,31,2019/10/4,10,23.96,0,42
412451D2,30,31,2019/10/4,10,23.97,0,42
412451D2,30,31,2019/10/4,10,23.96,0,42
412451D2,30,31,2019/10/4,10,23.98,0,42
412451D2,30,31,2019/10/4,10,23.98,0,42
412451D2,30,31,2019/10/4,10,23.97,0,42
412451D2,30,31,2019/10/4,10,23.95,0,42
412451D2,30,31,2019/10/4,10,23.94,0,42
412451D2,30,31,2019/10/4,10,23.94,0,42
412451D2,30,31,2019/10/4,10,23.93,0,42
412451D2,30,31,2019/10/4,10,23.95,0,42
412451D2,30,31,2019/10/4,10,23.94,0,42
412451D2,30,31,2019/10/4,10,23.93,0,42
412451D2,30,31,2019/10/4,10,23.93,0,42
412451D2,30,31,2019/10/4,10,23.93,0,42
412451D2,30,31,2019/10/4,10,23.95,0,42
412451D2,30,31,2019/10/4,10,23.94,0,42
412451D2,30,31,2019/10/4,10,23.95,0,42
412451D2,30,31,2019/10/4,10,23.94,0,42
412451D2,30,31,2019/10/5,10,23.95,0,42
412451D2,30,31,2019/10/5,10,23.94,0,42
412451D2,30,31,2019/10/5,10,23.94,0,42
412451D2,30,31,2019/10/5,10,23.94,0,42
412451D2,30,31,2019/10/5,10,23.94,0,42
412451D2,30,31,2019/10/5,10,23.93,0,42
412451D2,30,31,2019/10/5,10,23.92,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.89,0,42
412451D2,30,31,2019/10/5,10,23.9,0,42
412451D2,30,31,2019/10/5,10,23.89,0,42
412451D2,30,31,2019/10/5,10,23.89,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.9,0,42
412451D2,30,31,2019/10/5,10,23.9,0,42
412451D2,30,31,2019/10/5,10,23.9,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.92,0,42
412451D2,30,31,2019/10/5,10,23.93,0,42
412451D2,30,31,2019/10/5,10,23.91,0,42
412451D2,30,31,2019/10/5,10,23.9,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.89,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.89,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.88,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.85,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.87,0,42
412451D2,30,31,2019/10/5,10,23.85,0,42
412451D2,30,31,2019/10/5,10,23.85,0,42
412451D2,30,31,2019/10/5,10,23.86,0,42
412451D2,30,31,2019/10/5,10,23.85,0,42
412451D2,30,31,2019/10/5,10,23.84,0,42
412451D2,30,31,2019/10/5,10,23.84,0,42
412451D2,30,31,2019/10/5,10,23.83,0,42
412451D2,30,31,2019/10/5,10,23.83,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.78,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.78,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.78,0,42
412451D2,30,31,2019/10/5,10,23.77,0,42
412451D2,30,31,2019/10/5,10,23.77,0,42
412451D2,30,31,2019/10/5,10,23.77,0,42
412451D2,30,31,2019/10/5,10,23.76,0,42
412451D2,30,31,2019/10/5,10,23.76,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.76,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.74,0,42
412451D2,30,31,2019/10/5,10,23.71,0,42
412451D2,30,31,2019/10/5,10,23.73,0,42
412451D2,30,31,2019/10/5,10,23.74,0,42
412451D2,30,31,2019/10/5,10,23.74,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.75,0,42
412451D2,30,31,2019/10/5,10,23.76,0,42
412451D2,30,31,2019/10/5,10,23.78,0,42
412451D2,30,31,2019/10/5,10,23.77,0,42
412451D2,30,31,2019/10/5,10,23.77,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.82,0,42
412451D2,30,31,2019/10/5,10,23.8,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.82,26,42
412451D2,30,31,2019/10/5,10,23.82,46,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.81,0,42
412451D2,30,31,2019/10/5,10,23.79,0,42
412451D2,30,31,2019/10/5,10,23.79,33,42
412451D2,30,31,2019/10/5,10,23.8,178,42
412451D2,30,31,2019/10/5,10,23.81,375,42
412451D2,30,31,2019/10/5,10,23.83,355,42
412451D2,30,31,2019/10/5,10,23.84,131,42
412451D2,30,31,2019/10/5,10,23.84,191,42
412451D2,30,31,2019/10/5,10,23.85,250,42
412451D2,30,31,2019/10/5,10,23.84,224,42
412451D2,30,31,2019/10/5,10,23.84,46,42
412451D2,30,31,2019/10/5,10,23.85,0,42
412451D2,30,31,2019/10/5,10,23.85,13,42
412451D2,30,31,2019/10/5,10,23.85,20,42
412451D2,30,31,2019/10/5,10,23.85,46,42
412451D2,30,31,2019/10/5,10,23.87,66,42
412451D2,30,31,2019/10/5,10,23.88,164,42
412451D2,30,31,2019/10/5,10,23.91,289,42
412451D2,30,31,2019/10/5,10,23.94,309,42
412451D2,30,31,2019/10/5,10,23.95,296,42
412451D2,30,31,2019/10/5,10,23.98,309,42
412451D2,30,31,2019/10/5,10,23.98,230,42
412451D2,30,31,2019/10/5,10,24.01,178,42
412451D2,30,31,2019/10/5,10,24.01,434,42
412451D2,30,31,2019/10/5,10,24.03,441,42
412451D2,30,31,2019/10/5,10,24.04,388,42
412451D2,30,31,2019/10/5,10,24.06,382,42
412451D2,30,31,2019/10/5,10,24.08,401,42
412451D2,30,31,2019/10/5,10,24.11,474,42
412451D2,30,31,2019/10/5,10,24.13,138,42
412451D2,30,31,2019/10/5,10,24.16,125,42
412451D2,30,31,2019/10/5,10,24.19,329,42
412451D2,30,31,2019/10/5,10,24.2,408,42
412451D2,30,31,2019/10/5,10,24.24,533,42
412451D2,30,31,2019/10/5,10,24.26,270,42
